text,clase,
"""Certifico que el niño Pedro López, DNI 45.123.789, presenta una enfermedad infecciosa que requiere aislamiento y cuidados constantes por parte de un tutor legal. Se recomienda que uno de los padres o responsables esté presente durante el período estimado de recuperación, que es de 15 días.
 Dr. Hugo Torres""",Asistencia_familiar,
"""Por medio de la presente, hago constar que la Sra. Laura Fernández, DNI 31.456.789, necesita asistencia inmediata de un familiar debido a una complicación médica de carácter urgente que afecta su movilidad y autonomía. La duración del cuidado requerido será determinada tras una nueva evaluación en 7 días. Dr. Sofía Méndez""",Asistencia_familiar,
"""Se certifica que el Sr. Roberto Sánchez, DNI 40.567.890, se encuentra atravesando un proceso de rehabilitación física que requiere la asistencia de un familiar cercano para llevar a cabo actividades diarias como la movilización y el acceso a consultas médicas. Se estima que la necesidad de soporte se prolongará por un período de 15 días, sujeto a evaluación posterior. Dr. Verónica Álvarez, .""",Asistencia_familiar,
"""Por la presente, se informa que la Sra. Beatriz Herrera, DNI 29.876.543, padece una afección de salud que demanda cuidados especiales en su domicilio. Es imprescindible que un familiar directo la asista en la administración de tratamientos y otras actividades esenciales durante un lapso inicial de 30 días, el cual podrá ser extendido según evolución""",Asistencia_familiar,
"""Certifico que bajo el acta 256 tomo 3° folio 45 del año 2012 del libro de defunciones de la oficina de Quilmes se encuentra inscripta la defunción de Carlos Esteban López ocurrida el día 7 del mes de marzo del año 2012 a la hora 14:30, siendo de nacionalidad argentina, de sexo masculino, de 75 años de edad, de estado civil Viudo, de profesión carpintero, a consecuencia de insuficiencia cardíaca aguda, hijo de Antonio López y Marta Fernández. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Quilmes a los 08/03/12.""",Duelo,
" ""Bajo el acta 89 tomo 2° folio 12 del año 2015 del libro de defunciones de la oficina de San Isidro se encuentra inscripta la defunción de Sofía Ramírez ocurrida el día 25 del mes de noviembre del año 2015 a la hora 09:20, siendo de nacionalidad argentina, de sexo femenino, de 82 años de edad, de estado civil Soltera, de profesión jubilada, a consecuencia de neumonía severa, hija de Roberto Ramírez y Elena Ortiz. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en San Isidro a los 26/11/15.""",Duelo,
"""Acta 300 tomo 5° folio 99 del año 2020 del libro de defunciones de la oficina de Mar del Plata se encuentra inscripta la defunción de Pedro Alfredo Giménez ocurrida el día 13 del mes de septiembre del año 2020 a la hora 21:10, siendo de nacionalidad argentina, de sexo masculino, de 68 años de edad, de estado civil Casado, de profesión comerciante, a consecuencia de accidente cerebrovascular isquémico, hijo de Miguel Giménez y Laura Fernández. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Mar del Plata a los 14/09/20.",Duelo,
"""Clínica San Miguel Fecha: 22 de octubre de 2024 Certifico que el Sr. Carlos González, DNI 18.234.567, ha tenido el fallecimiento de su esposa, la Sra. Rosa González, ocurrido el 21 de octubre de 2024. Según el artículo 79° del Convenio Colectivo de Trabajo de Comercio, el Sr. González tiene derecho a una licencia por duelo de 6 días corridos, comenzando el 22 de octubre de 2024. Es indispensable presentar la partida de defunción para poder gestionar la licencia. Firma: Dra. Silvia Rodríguez Matrícula: 9876543 Sello de la Clínica: Clínica San Miguel - Tel. 6543-7890""",Duelo,
"""El acta 450 tomo 6° folio 70 del año 2018 del libro de defunciones de la oficina de Moreno se encuentra inscripta la defunción de María del Carmen Suárez ocurrida el día 10 del mes de abril del año 2018 a la hora 18:45, siendo de nacionalidad argentina, de sexo femenino, de 79 años de edad, de estado civil Divorciada, de profesión ama de casa, a consecuencia de complicaciones respiratorias crónicas, hija de José Suárez y Carmen Martínez. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Moreno a los 11/04/18.""",Duelo,
"""Certifico que bajo el acta 100 tomo 1° folio 10 del año 2010 del libro de defunciones de la oficina de Bahía Blanca se encuentra inscripta la defunción de Julián Alejandro Torres ocurrida el día 5 del mes de junio del año 2010 a la hora 07:30, siendo de nacionalidad argentina, de sexo masculino, de 90 años de edad, de estado civil Viudo, de profesión ingeniero, a consecuencia de paro cardiorrespiratorio no traumático, hijo de Manuel Torres y Ana González. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Bahía Blanca a los 06/06/10.""",Duelo,
"""Aacta 200 tomo 4° folio 55 del año 2019 del libro de defunciones de la oficina de La Plata se encuentra inscripta la defunción de Rosa Beatriz Mendoza ocurrida el día 30 del mes de agosto del año 2019 a la hora 12:15, siendo de nacionalidad argentina, de sexo femenino, de 64 años de edad, de estado civil Casada, de profesión docente, a consecuencia de insuficiencia respiratoria aguda, hija de Francisco Mendoza y Juana López. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en La Plata a los 31/08/19""",Duelo,
"""Libro de defunciones de la oficina de Avellaneda se encuentra inscripta la defunción de Enrique Raúl Pérez ocurrida el día 20 del mes de febrero del año 2017 a la hora 16:50, siendo de nacionalidad argentina, de sexo masculino, de 58 años de edad, de estado civil Soltero, de profesión administrativo, a consecuencia de un infarto agudo de miocardio, hijo de Raúl Pérez y Beatriz Romero. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Avellaneda a los 21/02/17.""",Duelo,
"""Certifico que bajo el acta 310 tomo 7° folio 95 del año 2014 del libro de defunciones de la oficina de San Fernando se encuentra inscripta la defunción de Roberto Luis Fernández ocurrida el día 3 del mes de octubre del año 2014 a la hora 20:10, siendo de nacionalidad argentina, de sexo masculino, de 82 años de edad, de estado civil Casado, de profesión contador, a consecuencia de complicaciones derivadas de diabetes, hijo de Luis Fernández y María Gómez. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en San Fernando a los 04/10/14.""",Duelo,
"""acta 400 tomo 8° folio 110 del año 2023 del libro de defunciones de la oficina de Tigre se encuentra inscripta la defunción de Mónica Isabel Ruiz ocurrida el día 15 del mes de mayo del año 2023 a la hora 10:00, siendo de nacionalidad argentina, de sexo femenino, de 72 años de edad, de estado civil Divorciada, de profesión comerciante, a consecuencia de insuficiencia renal crónica, hija de Fernando Ruiz y Clara Ortiz. Doy fe que concuerda con el texto del acta expresada. A pedido de parte interesada, expedido el presente en mi carácter en Tigre a los 16/05/23.""",Duelo,
"""Hospital de Hemoterapia Buenos Aires Fecha: 15 de octubre de 2024 Certifico que el Sr. Luis Fernández, DNI 20.345.678, realizó una donación voluntaria de sangre en nuestra institución el día 14 de octubre de 2024.  Dra. Verónica Pérez Matrícula: 7896543 Sello del Hospital: Hospital de Hemoterapia Buenos Aires""",Donacion_sangre,
"""Centro de Donación de Sangre La Paz Fecha: 16 de octubre de 2024 Certifico que la Sra. Ana González, DNI 23.456.789, ha realizado una donación de sangre en nuestra unidad el 15 de octubre de 2024.  Lic. Pablo Martínez Matrícula: 9638527 Sello del Centro: Centro de Donación de Sangre La Paz """,Donacion_sangre,
"""Banco de Sangre Santa María Fecha: 17 de octubre de 2024 Certifico que el Sr. Javier Ruiz, DNI 21.234.567, ha efectuado una donación de sangre el día 16 de octubre de 2024 en nuestra institución. Según lo estipulado en el artículo 82° del Convenio Colectivo de Trabajo de Comercio, el Sr. Ruiz tiene derecho a un día de licencia laboral por esta donación.Dra. Laura Fernánde Banco de Sangre Santa María""",Donacion_sangre,
"Instituto de Hemoterapia Fundación Vida Fecha: 18 de octubre de 2024 Certifico que la Sra. Marta López, DNI 19.876.543, ha realizado una donación de sangre en nuestro instituto el 17 de octubre de 2024.  Dr. Ricardo Sánchez Matrícula: 3216549 Sello del Instituto: Instituto de Hemoterapia Fundación Vida""",Donacion_sangre,
"""Hospital de Pediatria  S.A.M.I.C Constancia de concurrencia: Se deja constancia que Julian Ariel de Jesus, dni 50764124 concurrio a donar sangre en el dia de la fecha. Buenos Aires 27 de 7 de 2017""",Donacion_sangre,
"""Instituo de Hemoterapia  - Certificado de donacion de sangre - Donacion n°3564 , donante: Duprat Gustavo Oscar - Repector: Adatti Juan Carlos - Solicitado por: Romero (Alejandro Korn) Hospital. La Plata 05/06/2016 - Certificado Laboral""",Donacion_sangre,
"""Registro Nacional de las Personas – Ministerio del Interior CONSTANCIA DE CAMBIO DE DOMICILIO Se certifica que la Sra. Romina Beatriz Ledesma, DNI 31.234.567, ha efectuado el cambio de domicilio en el Documento Nacional de Identidad con fecha 18 de marzo de 2025, registrando como nueva residencia la dirección: Calle 25 de Mayo 1432, 2° B, San Miguel, Buenos Aires. Esta constancia se emite para fines administrativos y legales. Sello RENAPER Firma: Lic. Marta López – Oficial del Registro""",Mudanza,
"""CONTRATO DE LOCACIÓN DE VIVIENDA Entre el Sr. Federico L. Martínez, DNI 29.876.543, y el Sr. Carlos J. Gómez, DNI 25.432.198, se celebra contrato de locación por el inmueble sito en Av. Corrientes 2718, CABA, a partir del 1 de abril de 2025, por un plazo de 24 meses. El inquilino declara que se trasladará a dicho domicilio con fecha 30 de marzo de 2025, en carácter de vivienda permanente.  inmobiliaria: LP Propiedades .""",Mudanza,
"""Escribanía N° 421 – CABA ACTA DE ESCRITURA N° 0145/2025 Se certifica que con fecha 12 de marzo de 2025, el Sr. Iván Gabriel Rossi, DNI 28.765.432, ha adquirido la propiedad ubicada en Pasaje Mármol 742, Lanús Este, Buenos Aires, según consta en la escritura pública labrada ante mí, Escribano Pablo Aguirre, matrícula 2145 CABA. La posesión del inmueble fue entregada el 15 de marzo de 2025, y el comprador ha informado su traslado inmediato a dicha vivienda.Esc. Pablo Aguirre Legalizado por el Colegio de Escribanos de la Ciudad de Buenos Aires""",Mudanza,
"""MUDANZAS CÓNDOR S.R.L. – CUIT: 30-71234567-9 CONSTANCIA DE SERVICIO DE MUDANZA Por medio del presente certificamos que el día 3 de mayo de 2025, se realizó el servicio de mudanza para la Sra. Débora I. Rodríguez, DNI 30.765.432, desde su domicilio anterior en Belgrano 889, 1°A, Morón, hacia su nueva residencia en Gral. Paz 1450, Dpto. 3C, La Plata. La prestación del servicio fue realizada en horario completo, con carga y descarga en ambos domicilios. Encargado de Logística""",Mudanza,
"""contrato de alquiler n° 456/2024 - locador: martín lópez (dni 28.345.678) - locatario: julieta gómez (dni 32.456.789) - inmueble: av. corrientes 1234, piso 3 'a', caba - plazo: 24 meses - inicio: 01/11/2024 - monto: $250.000/mes (ajuste por icl trimestral) - garantía: depósito equivalente a un mes + garantía propietaria - cláusulas: prohibido subalquiler, mantenimiento a cargo del locatario - firmado: 15/10/2024 - escribano: dr. carlos sánchez rpcba n° 567890""",Mudanza,
"""notificación de mudanza - notaría n° 15, caba - locatario: carlos alberto gómez (dni 29.901.234) - propietario: sra. marta rodríguez (dni 27.012.345) - inmueble: av. santa fe 789, caba - fecha de desocupación: 30/11/2024 - conformidad con art. 5 ley 27.551 (plazo de 30 días de notificación) - estado del inmueble: pintura y limpieza general - testigos: luis pérez (dni 30.123.456) y florencia sosa (dni 32.234.567) """,Mudanza,
"""boleto de compraventa - vendedor: roberto carlos sosa (dni 25.678.901) - comprador: ana maría díaz (dni 33.789.012) - inmueble: san martín 789, lanús - precio: u$d 150.000 (10% seña al firmar) - plazo para escrituración: 60 días - escribano interviniente: dra. maría inés gómez (matrícula 23.456) - registro: rpba n° 112233 - firma: 20/10/2024 - cláusula penal: 20% por incumplimiento""",Mudanza,
" Poder Judicial de la Provincia de Buenos Aires – Fecha de citación: 10/04/2025 – Hora: 08:30 – Expediente: JPP-6543/2025 –
Ciudadano citado: González, Pablo Andrés (DNI 28.445.998) – Motivo: Citación obligatoria en carácter de jurado titular en juicio oral por jurados, en cumplimiento de lo dispuesto por la Ley 14.543 –
Sede: Tribunal en lo Criminal N.º 3 de La Plata – Calle 55 N.º 789, entre 9 y 10 – Juez a cargo: Dra. Mónica L. Figueroa –""",Obligacion_publica,
"""Juzgado Nacional en lo Criminal y Correccional N.º 21 – Fecha de audiencia: 12/12/2024 – Hora: 09:00 – Expediente: C-12458/2023 –
Ciudadano citado: Ramírez, Cecilia Noemí (DNI 31.220.567) – Motivo: Citación obligatoria en carácter de testigo en causa penal caratulada Gutiérrez, Marcelo s/ Robo agravado –
Sede: Talcahuano 550, CABA – Juez a cargo: Dr. Esteban Di Lorenzo """,Obligacion_publica,
"""Acta de comparecencia n.º 1780-2025 – Defensoría del Pueblo de la Nación –
Fecha: 04/03/2025 – Hora: 11:15 – Expediente: DP/3254/2024 –
Ciudadano citado: López, Carolina Andrea (DNI 32.556.122) –
Motivo: Audiencia obligatoria en el marco del procedimiento de reclamo administrativo por prestación suspendida –
Área: Coordinación de Servicios Públicos – Unidad de Atención al Usuario –
Funcionario interviniente: Lic. Hernán Aguirre –
""",Obligacion_publica,
"""Acta de notificación  – Junta Electoral Nacional – Distrito Córdoba –
Fecha de notificación: 20/06/2025 – Hora: 10:00 – Expediente: JEN-CBA-2025/776 –
Ciudadano designado: Peralta, Diego Martín (DNI 26.789.334) –
Motivo: Designación obligatoria como Presidente de Mesa N.º 1052, Escuela Secundaria Manuel Belgrano, Elecciones Generales 2025 –
Domicilio del establecimiento: Av. Colón 1345, Córdoba Capital –
Funcionario interviniente: Dra. Laura R. Bianchi – Secretaria Electoral –""",Obligacion_publica,
"""Acta de citación  Administración Federal de Ingresos Públicos (AFIP) –
Fecha: 02/10/2024 – Hora: 09:30 – Expediente: AFIP-DGI-EXP.5421/2024 –
Contribuyente citado: Benítez, Laura Marcela (DNI 30.112.456) –
Motivo: Citación obligatoria a entrevista personal en el marco de fiscalización impositiva anual –
Dependencia: AFIP – Agencia Nº 21 – Av. Corrientes 857, CABA –
Inspector actuante: Cdor. Pablo Herrera""",Obligacion_publica,
"""Convocatoria a declaracion jurada AFIP administración federal de ingresos públicos (afip) - requerimiento n° 3344/2024 - contribuyente: comercio electrónico s.r.l. (cuit 30-12345678-9) - presentar declaración jurada de iva período 09/2024 antes del 20/10/2024 - multa por mora: 1% diario (art. 45 ley 11.683) - canal de presentación: web afip con clave fiscal - responsable: contador pablo méndez""",Obligacion_publica,
"""De acuerdo con el Convenio Colectivo de Trabajo 130/75, se notifica que el Sr. Juan Pérez, DNI 35.123.456, ha sido citado a la reunión gremial ordinaria semanal del Sindicato de Empleados de Comercio, que se llevará a cabo el día lunes 13 de mayo de 2025 a las 10:00 horas en la sede gremial, ubicada en Calle Comercio 123, Ciudad Autónoma de Buenos Aires. La reunión se desarrollará dentro del horario laboral, conforme a lo estipulado en el artículo correspondiente del convenio.  Secretario General, Marta González.""",Reunion_gremial,
"""Se informa que la Sra. María López, DNI 38.654.321, está convocada a participar en la reunión gremial ordinaria semanal, organizada bajo las disposiciones del Convenio Colectivo de Trabajo 130/75. La misma se llevará a cabo el día miércoles 15 de mayo de 2025 a las 09:00 horas en el auditorio del Sindicato de Comercio, ubicado en Av. Gremial 456, Ciudad Autónoma de Buenos Aires. Delegado Gremial, Ricardo Fernández.""",Reunion_gremial,
"""Por medio de la presente, y en cumplimiento del Convenio Colectivo de Trabajo 130/75, se notifica que el Sr. Carlos Gómez, DNI 25.987.654, deberá asistir a la reunión gremial ordinaria semanal convocada para el día viernes 17 de mayo de 2025 a las 14:00 horas en el salón principal del Sindicato de Comercio: Representante Sindical, Ana Torres.""",Reunion_gremial,
"""El presente certificado acredita que la Sra. Laura Martínez, DNI 31.456.789, ha sido convocada a la reunión gremial ordinaria semanal, que tendrá lugar el día lunes 20 de mayo de 2025 a las 08:00 horas en las instalaciones de la sede gremial, en cumplimiento de lo estipulado en el artículo del Convenio Colectivo de Trabajo 130/75. Secretaria Gremial, Hugo Ramírez""",Reunion_gremial,
"""Por la presente, se deja constancia de que el Sr. Pedro Herrera, DNI 29.876.543, ha sido notificado para asistir a la reunión gremial ordinaria semanal, que se llevará a cabo el día viernes 24 de mayo de 2025 a las 09:00 horas en el auditorio del Sindicato de Comercio, en cumplimiento de lo previsto en el Convenio Colectivo de Trabajo 130/75.  Representante Gremial, Martín Villalba.""",Reunion_gremial,
"""citar a reunión gremial - sindicato de empleados de comercio (sec) - delegado/a: maría laura gómez (legajo 12345) - fecha: 15/10/2024 - hora: 14:00 - lugar: salón sindical (av. rivadavia 1234, caba) - orden del día: 1) análisis de paritarias 2024, 2) condiciones de higiene en sucursales, 3) elección de nueva comisión interna - conforme al art. 41 del cct 130/75 - presentarse con credencial gremial -  juan pérez (secretario general sec seccional caba) """,Representante_gremial,
"""convocatoria urgente - sindicato de empleados de comercio - delegado/a: carlos alberto rodríguez (legajo 67890) - fecha: 18/10/2024 - hora: 10:00 - lugar: sede gremial (mitre 567, rosario) - motivo: tratamiento de despidos injustificados en cadena de supermercados 'la económica' - eximir presentación laboral según art. 42 ley 23.551 -ana fernández (secretaria de conflictos sec rosario) """,Representante_gremial,
"""pre-asamblea informativa - sindicato de empleados de comercio - delegado/a: lucía mónica lópez (legajo 34567) - fecha: 20/10/2024 - hora: 16:30 - lugar: auditorio sindical (belgrano 789, córdoba) - tema: presentación de pliego paritario 2024 y estrategias de negociación - obligatoriedad: todos los afiliados según estatuto gremial - roberto giménez (secretario adjunto sec córdoba) """,Representante_gremial,
"""convocatoria a reunión extraordinaria - sindicato de empleados de comercio - delegado/a: diego martín sosa (legajo 89012) - fecha: 22/10/2024 - hora: 11:00 - lugar: subsede gremial (san martín 456, mendoza) - motivo: denuncia por incumplimiento de pagos de horas extras en empresa 'comercial andina s.a.' - fundamento legal: art. 65 cct 130/75  florencia díaz (delegada general sec mendoza) -""",Representante_gremial,
"""citación a jornada de capacitación gremial - sindicato de empleados de comercio - delegado/a: pablo alejandro méndez (legajo 45678) - fecha: 25/10/2024 - hora: 09:00 a 13:00 - lugar: centro de formación gremial (urquiza 1010, la plata) - tema: actualización en derechos laborales y seguridad social - certificado con validez para justificar inasistencia laboral -  susana romero (directora de formación sec provincia) """,Representante_gremial,
"""Se informa a los empleados que, por razones de urgencia, se convoca a una reunión gremial extraordinaria a realizarse el día 10 de mayo de 2025, a las 11:30 horas, en el comedor del establecimiento. La presencia de todos los trabajadores es requerida de manera inmediata.Delegado Gremial.""",Reunion_ext,
"""Se comunica a los empleados que se llevará a cabo una reunión gremial extraordinaria el día 15 de junio de 2025, a las 14:00 horas, en la sala de reuniones de planta baja, debido a una emergencia que requiere tratamiento inmediato. Se solicita su asistencia puntual. Representante Sindical.""",Reunion_ext,
"""Por motivos de fuerza mayor, se cita a todos los trabajadores a una reunión gremial extraordinaria a realizarse el día 22 de abril de 2025, a las 09:30 horas, en el salón principal. Su participación es de carácter urgente.Oficial Gremial.""",Reunion_ext,
"""Se convoca a los empleados a una reunión gremial extraordinaria para tratar asuntos urgentes el día 5 de julio de 2025, a las 13:15 horas, en el área administrativa. Se requiere su asistencia de forma inmediata. Delegado del Sindicato.""",Reunion_ext,
"""Por cuestiones de emergencia, se llama a todos los trabajadores a una reunión gremial extraordinaria el día 3 de marzo de 2025, a las 10:45 horas, en la oficina del segundo piso. Se solicita la presencia de todos los empleados sin excepción. Encargado Gremial.""",Reunion_ext,
"""Consultorio Médico Dr. Ricardo Pérez - Fecha: 12/05/2024 - Paciente: María Rodríguez - DNI 32.876.543 - Edad: 40 años - Diagnóstico: Sinusitis aguda- Síntomas: Congestión nasal, cefalea, fiebre de 37.8°C - Tratamiento: Reposo domiciliario, amoxicilina 500mg cada 12 horas durante 7 días - Incapacidad Laboral: 5 días (del 12/05/2024 al 16/05/2024) - Control: Reevaluación el 17/05/2024 ",Enfermedad,
"""Clínica San Rafael - Dra. Valeria Martínez - Fecha: 20/10/2024 - Paciente: Luis Gómez - DNI 29.123.456 - Edad: 29 años - Diagnóstico: Lumbalgia aguda (CIE-10: M54.5) - Síntomas: Dolor lumbar, limitación funcional moderada - Tratamiento: Reposo relativo, fisioterapia, ibuprofeno 400mg cada 8 horas - Incapacidad Laboral: 7 días (del 20/10/2024 al 26/10/2024) - Control: Reevaluación el 27/10/2024 ",Enfermedad,
"""Consultorio Médico Dr. Santiago Ruiz - 08/09/2024 - Paciente: Ana María Torres - DNI 34.765.432 - Edad: 37 años - Diagnóstico: Migraña crónica con crisis aguda  Síntomas: Cefalea intensa unilateral, fotofobia, náuseas - Tratamiento: Reposo absoluto, sumatriptán 50mg al inicio del dolor, control del estrés - Incapacidad Laboral: 3 días (del 08/09/2024 al 10/09/2024) - Control: Reevaluación el 11/09/2024 ",Enfermedad,
"""Paciente: María Fernández DNI 30.654.321. Diagnóstico: cefalea tensional. Descanso por 1 día. Consulta nuevamente si el dolor persiste. Dra. García """,Enfermedad,
"""Paciente: Pedro Gómez DNI 29.876.543. Dolor cervical agudo. Reposo indicado por 5 días. Control sugerido en caso de no mejorar. Dr. Torres """,Enfermedad,
"""Hospital Central de Hemoterapia Fecha: 19 de octubre de 2024 Certifico que la Sra. Camila Rodríguez, DNI 22.345.678, realizó una donación voluntaria de sangre en esta institución el 18 de octubre de 2024. . Dra. Mariana Torres Hospital Central de Hemoterapia .""",Donacion_sangre,
"""Clínica de Donación Solidaria Fecha: 20 de octubre de 2024 Certifico que el Sr. Diego Martínez, DNI 24.567.890, efectuó una donación de sangre el 19 de octubre de 2024 en nuestra clínica. Según el artículo 82° del Convenio Colectivo de Trabajo de Comercio, el Sr. Martínez puede gozar de un día de licencia laboral por dicha donación. Firma: Lic. Andrea Gómez Matrícula: 9876543 Sello de la Clínica: Clínica de Donación Solidaria - Tel. 4723-5678.""",Donacion_sangre,
"""Centro de Hemoterapia Buenos Aires Fecha: 22 de octubre de 2024 Se certifica que el Sr. Lucas Gómez, DNI 26.789.012, concurrió a donar sangre en nuestra unidad el 21 de octubre de 2024.  Dra. Claudia Rodríguez Matrícula: 3217890 Centro de Hemoterapia Buenos Aires .""",Donacion_sangre,
"""Instituto Nacional de Donación Fecha: 23 de octubre de 2024  que la Sra. Natalia Ruiz, DNI 27.890.123, realizó una donación de sangre en este instituto el 22 de octubre de 2024.  Dr. Fernando López  Instituto Nacional de Donación """,Donacion_sangre,
